,sex,marital_status,branch_code,occupation_code,occupation_category_code,P5DA,RIBP,8NN1,7POT,66FJ,GYSR,SOP4,RVSZ,PYUQ,LJR9,N2MW,AHXO,BSTQ,FM3X,K6QO,QBOL,JWFN,JZ9D,J9JW,GHYX,ECY3,join_year,age,total_products
3485,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2016.0,60,3
3486,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,51,2
3487,M,M,748L,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,50,2
3488,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,29,3
3489,M,M,30H5,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,53,3
3490,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,25,2
3491,F,M,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,38,2
3492,M,S,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,39,3
3493,M,M,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,33,2
3494,M,M,94KC,S9KU,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,51,2
3495,M,S,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,25,2
3496,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,41,2
3497,F,M,748L,FSXG,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,47,3
3498,M,S,XX25,I31I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,28,2
3499,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,50,3
3500,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2014.0,40,2
3501,M,M,1X1H,H1K7,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,41,2
3502,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,52,2
3503,M,S,UAOD,6E4H,90QI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012.0,36,2
3504,M,U,748L,QZYX,90QI,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,32,3
3505,F,M,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2017.0,62,2
3506,F,M,30H5,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,32,2
3507,F,M,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,37,2
3508,M,S,94KC,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,26,2
3509,F,M,748L,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,54,2
3510,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,48,2
3511,M,M,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,51,2
3512,M,M,UAOD,I31I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,45,2
3513,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,55,2
3514,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,31,2
3515,F,S,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,41,2
3516,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,26,2
3517,M,S,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,29,2
3518,M,M,E5SW,XC1N,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,36,2
3519,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,49,2
3520,M,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,28,2
3521,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,44,2
3522,M,S,49BM,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2017.0,34,3
3523,M,M,UAOD,N2ZZ,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2017.0,47,5
3524,M,M,748L,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,41,2
3525,F,M,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,53,3
3526,F,M,94KC,E39I,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,61,2
3527,F,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2019.0,35,3
3528,M,M,E5SW,6E4H,90QI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,62,2
3529,M,S,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,37,3
3530,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,28,2
3531,F,W,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,31,2
3532,F,M,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,53,2
3533,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,43,2
3534,F,M,UAOD,PMAI,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,36,2
3535,M,M,94KC,OPVX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,36,2
3536,F,M,ZFER,NQW1,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,50,2
3537,M,M,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,49,2
3538,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,31,3
3539,M,M,1X1H,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,37,2
3540,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,56,2
3541,M,M,748L,0B60,JD7X,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2016.0,42,3
3542,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,34,2
3543,M,M,9F9T,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,28,2
3544,M,M,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2020.0,34,2
3545,M,M,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,32,2
3546,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,40,2
3547,M,M,XX25,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,38,2
3548,M,M,BOAS,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,34,2
3549,M,M,30H5,UBBX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,40,3
3550,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,45,2
3551,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,38,2
3552,M,M,748L,BP09,56SI,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2017.0,29,4
3553,M,M,XX25,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
3554,F,S,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
3555,F,M,748L,RUFT,T4MS,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,35,2
3556,F,M,748L,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,35,2
3557,M,M,UAOD,7UHW,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,30,2
3558,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,50,2
3559,M,M,O67J,YMGT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,38,3
3560,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2018.0,47,3
3561,M,M,1X1H,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,31,2
3562,M,M,XX25,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2018.0,37,4
3563,M,M,XX25,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,49,2
3564,M,M,E5SW,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,47,2
3565,F,S,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,48,2
3566,F,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,50,2
3567,F,M,748L,FSXG,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,32,2
3568,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,41,2
3569,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,30,2
3570,F,S,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,42,3
3571,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,36,2
3572,F,M,9F9T,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,31,2
3573,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,31,2
3574,M,S,748L,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,37,2
3575,F,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,42,2
3576,F,U,XX25,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,67,2
3577,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,42,2
3578,F,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,31,2
3579,F,M,UAOD,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,56,2
3580,M,M,94KC,0KID,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2017.0,50,2
3581,F,M,E5SW,FSXG,90QI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015.0,36,2
3582,F,M,94KC,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,48,2
3583,M,U,748L,0OJM,T4MS,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,29,3
3584,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
3585,F,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2019.0,37,3
3586,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2012.0,39,3
3587,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2014.0,40,2
3588,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,51,2
3589,F,M,O67J,B8W8,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,34,2
3590,F,S,E5SW,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2020.0,23,2
3591,M,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,36,2
3592,M,M,30H5,U37O,90QI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2019.0,45,3
3593,F,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,33,2
3594,M,M,9F9T,WMTK,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,42,2
3595,M,M,XX25,SF1X,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2017.0,46,4
3596,M,M,XX25,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,53,2
3597,M,M,748L,JHU5,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,43,2
3598,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,57,3
3599,M,M,748L,OPVX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,44,2
3600,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011.0,46,2
3601,F,M,94KC,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,60,2
3602,M,M,30H5,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,37,2
3603,M,U,748L,QZYX,90QI,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,32,2
3604,M,M,XX25,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,50,2
3605,M,M,30H5,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,35,3
3606,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,55,2
3607,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,43,2
3608,M,U,748L,0OJM,T4MS,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,63,2
3609,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,53,2
3610,F,S,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,44,2
3611,F,M,ZFER,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017.0,28,2
3612,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,57,2
3613,M,M,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,22,2
3614,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,56,2
3615,M,U,748L,QZYX,90QI,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,52,2
3616,F,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,29,2
3617,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,35,2
3618,M,M,XX25,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2016.0,43,3
3619,M,M,94KC,PMAI,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,53,2
3620,F,M,94KC,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,38,2
3621,M,M,O67J,XC1N,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2020.0,39,2
3622,M,M,748L,BWBW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,56,2
3623,M,M,1X1H,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,45,2
3624,M,M,UAOD,QZYX,90QI,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,39,2
3625,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,43,2
3626,F,S,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2020.0,47,2
3627,M,U,748L,0OJM,T4MS,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,50,2
3628,M,M,E5SW,31JW,90QI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2019.0,51,2
3629,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,48,2
3630,F,M,49BM,1NFK,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2020.0,42,2
3631,M,M,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,28,3
3632,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,43,2
3633,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2020.0,38,2
3634,F,U,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,38,2
3635,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,30,2
3636,M,M,1X1H,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,35,2
3637,F,U,E5SW,0OJM,T4MS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013.0,33,2
3638,F,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,41,2
3639,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,32,2
3640,M,U,748L,WMTK,90QI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017.0,33,2
3641,F,M,94KC,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,43,2
3642,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,62,2
3643,F,M,UAOD,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,35,2
3644,F,M,O67J,OPVX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,38,2
3645,F,M,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,41,2
3646,M,S,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,21,2
3647,M,M,UAOD,S9KU,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,32,2
3648,M,M,XX25,FSXG,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,28,2
3649,M,M,E5SW,31JW,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2018.0,57,3
3650,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,22,2
3651,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020.0,29,2
3652,M,M,748L,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,34,2
3653,M,M,O67J,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
3654,M,M,XX25,B8W8,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,40,2
3655,M,M,30H5,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,46,2
3656,M,S,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2016.0,48,4
3657,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,25,2
3658,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,47,2
3659,M,M,748L,PMAI,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,56,3
3660,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,47,2
3661,F,M,748L,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,62,2
3662,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,59,2
3663,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,45,2
3664,F,M,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,62,2
3665,M,S,E5SW,XC1N,T4MS,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012.0,34,2
3666,M,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020.0,50,2
3667,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,23,2
3668,M,M,XX25,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,42,2
3669,M,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,55,2
3670,M,M,XX25,RE69,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015.0,28,2
3671,M,M,E5SW,OPVX,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,51,3
3672,F,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,57,2
3673,M,M,94KC,0KID,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015.0,42,2
3674,M,M,E5SW,3NHZ,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2019.0,32,2
3675,M,U,748L,QZYX,90QI,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,36,2
3676,F,M,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,34,2
3677,M,M,1X1H,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,37,2
3678,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,39,2
